sido,sgg,population,lat,long,sido_sgg,sido_code,sgg_code,image_src,description,tourism_link
충청북도,보은,32096,36.4894573,127.7294827,충청북도 보은,33,3,https://tong.visitkorea.or.kr/cms/resource/58/1731558_image2_1.jpg,동쪽은 경상북도 상주시[.] 서쪽은 대전광역시와 충청북도 청주시[.] 남쪽은 옥천군[.] 북쪽은 청주시와 괴산군에 접하고 있다. 동경 127°31′∼127°54′[.] 북위 36°22′∼36°36′에 위치한다. 면적은 584.25㎢이고[.] 인구는 3만 4296명(2015년 현재)이다. 행정구역으로는 1개 읍[.] 10개 면[.] 247개 행정리(174개 법정리)가 있다. 군청은 충청북도 보은군 보은읍 이평리에 있다.,http://www.tourboeun.go.kr/tour.do
충청북도,옥천,50282,36.3063646,127.57128090000002,충청북도 옥천,33,5,https://tong.visitkorea.or.kr/cms/resource/86/2721486_image2_1.JPG,동경 127°29′~127°53′[.] 북위 36°10′~36°27′에 위치한다. 남쪽은 영동군[.] 북쪽은 보은군과 접하고[.] 동쪽은 소백산맥을 경계로 경상북도 상주시[.] 서쪽은 대전광역시와 금산군으로 이어져 충청남도·충청북도·경상북도 3개 도의 도계를 형성한다.,https://www.oc.go.kr/tour/index.do
충청북도,영동,46316,36.1750231,127.7834302,충청북도 영동,33,4,https://tong.visitkorea.or.kr/cms/resource/86/764686_image2_1.jpg,동쪽은 경상북도 김천시·상주시[.] 북쪽은 충청북도 옥천군[.] 서쪽은 충청남도 금산군[.] 남쪽은 전라북도 무주군과 접하여 3개 도의 접경지가 되고 있다.,http://tour.yd21.go.kr/html/tour/
충청북도,증평,36499,36.7855019,127.5816556,충청북도 증평,33,12,https://tong.visitkorea.or.kr/cms/resource/01/2005001_image2_1.jpg,충청북도의 한가운데에 있는 군으로[.] 동쪽은 괴산군 청안면(淸安面)[.] 서쪽은 청주시 북이면과 접하고[.] 북쪽은 진천군 초평면(草坪面)[.] 음성군과 접한다. 북쪽에 해발고도 598m의 두타산(頭陀山)이 동서로 길게 솟아 있고[.] 사방에 해발고도 300m 이내의 산이 여럿 있다. 수리적으로는 동경 127˚[.] 북위 36˚에 해당한다. 연평균 기온은 10.4℃[.] 평균 강수량은 1[.]204㎜이다.,https://www.jp.go.kr/tour.do
충청북도,진천,84746,36.8553798,127.4361117,충청북도 진천,33,8,https://tong.visitkorea.or.kr/cms/resource/87/1332387_image2_1.jpg,동쪽은 음성군·괴산군[.] 남쪽은 청주시와 접하고[.] 서쪽은 충청남도 천안시[.] 북쪽은 경기도 안성시에 접하여 충청남도·충청북도·경기도의 도계(道界)를 형성한다.,http://www.jincheon.go.kr/site/tour/main.do
충청북도,괴산,37337,36.815669,127.7865791,충청북도 괴산,33,1,https://tong.visitkorea.or.kr/cms/resource/91/731391_image2_1.jpg,우리나라 내륙지방인 충청북도 동부에 위치하며 소백산맥을 경계로 경상북도 문경시·상주시에 접하고[.] 면적은 842.14㎢로 충청북도 면적의 약 11.3%를 차지한다. 행정구역은 1읍(괴산읍)과 10면(감물면[.] 장연면[.] 연풍면[.] 칠성면[.] 문광면[.] 청천면[.] 청안면[.] 사리면[.] 소수면[.] 불정면)이 있고 행정리는 279곳이며 법정리 126곳 자연마을 580곳이 있다. 남쪽의 청천면이 가장 넓은 면적을 차지하고 있으며 대부분 산지를 형성한다. 서남쪽에는 노령산맥이 위치한다. 북쪽으로 음성군·충주시[.] 서쪽으로 진천군·청원군[.] 남쪽으로 보은군에 접한다.,https://www.goesan.go.kr/tour/index.do
충청북도,음성,92232,36.9396792,127.6905018,충청북도 음성,33,6,https://tong.visitkorea.or.kr/cms/resource/49/1079349_image2_1.jpg,동경 127°27′~127°48′[.] 북위 36°50′~37°09′에 있다. 동쪽은 충주시[.] 남서쪽은 진천군[.] 남쪽은 괴산군과 접하고[.] 북서쪽은 차령산맥을 경계로 경기 여주시·이천시·안성시와 접하여 경기도·충청북도의 경계를 이룬다.,https://www.eumseong.go.kr/tour/index.do
충청북도,단양,28652,36.9845473,128.3655186,충청북도 단양,33,2,https://tong.visitkorea.or.kr/cms/resource/92/2613292_image2_1.jpg,북쪽으로 강원도 영월군[.] 동쪽으로 경상북도 영주시[.] 남쪽으로 경상북도 예천군과 문경시[.] 서쪽으로 충청북도 제천시와 접한다.,https://www.danyang.go.kr/tour/527
충청남도,당진,166754,36.8936109,126.6283278,충청남도 당진,34,4,https://tong.visitkorea.or.kr/cms/resource/20/1932520_image2_1.jpg,동쪽으로는 아산시[.] 서쪽으로 서산시[.] 남쪽으로 예산군에 접하고[.] 북쪽으로는 남양만(南陽灣)·아산만(牙山灣)을 사이에 두고 경기도 화성시·평택시와 마주한다. 행정구역은 합덕읍·송악읍과 고대면·석문면·대호지면·정미면·면천면·순성면·우강면·신평면·송산면 등 2읍 9면 3동으로 이루어져 있다. 시청소재지는 시청1로1(수청동 1002번지)이다.,http://www.dangjin.go.kr/tour.do
충청남도,천안,657503,36.815129,127.1138939,충청남도 천안,34,12,https://tong.visitkorea.or.kr/cms/resource/22/565822_image2_1.jpg,동쪽은 충청북도 청주시·진천군[.] 북쪽은 경기도 안성시·평택시[.] 남쪽은 세종특별자치시·공주시와 접하고[.] 서쪽으로는 아산시와 접경한다. 2구 4읍 8면 18동으로 이루어져 있다. 시를 상징하는 꽃은 개나리이고[.] 나무는 능수버들[.] 새는 비둘기[.] 동물은 용이다.,http://www.cheonan.go.kr/tour.do
충청남도,공주,103640,36.4465346,127.1191534,충청남도 공주,34,1,https://tong.visitkorea.or.kr/cms/resource/77/1600077_image2_1.jpg,동쪽은 대전광역시와 세종특별자치시[.] 서쪽은 예산군·청양군[.] 남쪽은 논산시·부여군[.] 북쪽은 아산시·천안시와 접한다.,http://tour.gongju.go.kr/html/kr/
충청남도,보령,98993,36.3331629,126.6129441,충청남도 보령,34,5,https://tong.visitkorea.or.kr/cms/resource/32/218932_image2_1.jpg,동경 125°57′∼동경 126°44′[.] 북위 36°10′∼북위 36°31′에 위치하고 있다. 동서간 연장거리 71㎞[.] 남북간 연장거리 42㎞이지만 서해의 도서를 제외하면 육지는 대략 남북으로 타원형을 이룬다. 북쪽으로 홍성군·태안군[.] 동쪽으로 청양군·부여군[.] 남쪽으로 서천군과 접하고[.] 서쪽으로는 114.9㎞의 해안선이 황해에 면한다. 유인도 15개도[.] 무인도 63개도의 총 78개의 도서가 있다. 시가지를 중심으로 남북으로는 장항선 철도와 국도 21호선이[.] 동서로는 국도 36호와 40호선이 각각 통과하여 서해안 교통의 중심을 이루는 지역이다.,http://www.brcn.go.kr/tour.do
충청남도,아산,320340,36.789796,127.0018494,충청남도 아산,34,9,https://tong.visitkorea.or.kr/cms/resource/59/2366359_image2_1.jpg,동경 126°28′∼127°07′[.] 북위 36°37′∼36°38′에 위치하고 있다. 동서간 연장거리 29km[.] 남북간 연장거리 34km이다. 첨단 산업지대로 부상하고 있는 광역아산만권의 중심도시로서 동쪽은 천안시[.] 서쪽은 당진시[.] 남쪽은 예산군·공주시[.] 북쪽은 아산만을 사이에 두고 경기도 평택시와 접한다.,https://www.asan.go.kr/tour/
충청남도,서산,176090,36.78449929999999,126.4503169,충청남도 서산,34,7,https://tong.visitkorea.or.kr/cms/resource/81/2671481_image2_1.jpg,동쪽은 당진시·예산군[.] 남쪽은 홍성군[.] 서쪽은 태안군에 접하고[.] 북쪽은 아산만에 면한다. 1읍 9면 5동으로 이루어져 있으며[.] 시청 소재지는 서산시 읍내동 492번지이다.,http://www.seosan.go.kr/tour/index.do
충청남도,논산,115305,36.1870656,127.0987453,충청남도 논산,34,3,https://tong.visitkorea.or.kr/cms/resource/97/1600297_image2_1.jpg,동쪽은 충청남도 금산군·계룡시와 대전광역시 유성구[.]  서쪽은 부여군[.] 북쪽은 공주시[.] 남쪽은 전라북도 익산시·완주군과 접한다. 1996년 군에서 시로 승격하였으며 행정구역은 2읍 11면 2동이다.,https://www.nonsan.go.kr/tour/
충청남도,계룡,43168,36.2745577,127.2485896,충청남도 계룡,34,16,https://tong.visitkorea.or.kr/cms/resource/77/1278277_image2_1.jpg,동쪽은 대전광역시 유성구[.] 서쪽은 논산시 상월면(上月面)·연산면(連山面)[.] 남쪽은 논산시 벌곡면(伐谷面)[.] 북쪽은 공주시 반포면(反浦面)과 접한다. 서쪽으로 국사봉(國師峰)·향적산(香積山)[.] 북쪽으로 신라 5악(五嶽)의 하나로 꼽히는 계룡산(鷄龍山)과 접하고 있어 지형조건상 임야가 전체 면적의 67.5%를 차지한다. 농경지는 19%로 많지 않다.,http://www.gyeryong.go.kr/html/tour/
충청남도,금산,50890,36.10869279999999,127.4880712,충청남도 금산,34,2,https://tong.visitkorea.or.kr/cms/resource/96/2548096_image2_1.jpg,동쪽은 충청북도 영동군·옥천군[.] 서북쪽은 논산시·대전광역시[.] 남쪽은 전라북도 완주군·진안군·무주군과 접한다. 동서의 길이는 24㎞[.] 남북의 길이는 32㎞로 4각형의 지세를 이룬다. 행정구역은 1읍 9면으로 이루어져 있다.,http://www.geumsan.go.kr/tour/
충청남도,부여,64361,36.2754406,126.910178,충청남도 부여,34,6,https://tong.visitkorea.or.kr/cms/resource/33/2366333_image2_1.jpg,동쪽으로 논산시[.] 서쪽으로 보령시와 서천군[.] 북쪽으로 청양군과 공주시[.] 남쪽으로 전라북도 익산시와 접한다. 동서간 거리 34.3km[.] 남북간 거리 33.6km이다. 1읍 15면으로 이루어져 있으며[.] 군청 소재지는 부여군 부여읍 동남리 725번지이다.,http://tour.buyeo.go.kr/html/tour/
충청남도,서천,51153,36.0803312,126.6913277,충청남도 서천,34,8,https://tong.visitkorea.or.kr/cms/resource/05/1870705_image2_1.jpg,동쪽은 부여군[.] 북쪽은 보령시와 접하고[.] 남쪽은 금강을 경계로 전라북도 군산시와 마주하며[.] 서쪽은 황해로 열려 있다.,http://tour.seocheon.go.kr/
충청남도,청양,30548,36.4588326,126.8022116,충청남도 청양,34,13,https://tong.visitkorea.or.kr/cms/resource/08/607708_image2_1.jpg,동쪽은 공주시[.] 서쪽은 보령시[.] 남쪽은 부여군[.] 북쪽은 홍성군과 예산군에 접하고 있다. 1읍 9면으로 이루어져 있으며[.] 군청 소재지는 청양군 청양읍 송방리 100번지이다. 군을 상징하는 꽃은 철쭉[.] 나무는 느티나무[.] 새는 원앙이다.,http://tour.cheongyang.go.kr/tour.do
충청남도,홍성,99440,36.60123,126.6607764,충청남도 홍성,34,15,https://tong.visitkorea.or.kr/cms/resource/39/1962039_image2_1.jpg,동쪽에 예산군[.] 북쪽에 서산시[.] 남동쪽에 청양군[.] 남서쪽에 보령시가 접하고[.] 서쪽으로 천수만(淺水灣)에 면한다.,http://tour.hongseong.go.kr/tour.do
충청남도,예산,77348,36.6826123,126.8483951,충청남도 예산,34,11,https://tong.visitkorea.or.kr/cms/resource/85/2357885_image2_1.jpg,동경 126°35′∼126°58′[.] 북위 36°32′∼36°48′에 있다. 동쪽은 공주시[.] 서쪽은 홍성군과 서산시[.] 남쪽은 청양군[.] 북쪽은 당진시·아산시와 접한다. 예산읍이 중심지가 되어 온양방면[.] 당진방면[.] 홍성방면[.] 공주방면 등 네 갈래의 교통로가 이곳으로부터 펼쳐져 있어 충청남도 북서부지역 도로교통의 중심이자 분기점 역할을 한다.,http://www.yesan.go.kr/tour/index.do
충청남도,태안,61867,36.74564210000001,126.2980528,충청남도 태안,34,14,https://tong.visitkorea.or.kr/cms/resource/75/2426575_image2_1.jpg,군의 대부분이 황해에 면하고[.] 동쪽만이 서산시·홍성군·보령시에 접한다.,http://www.taean.go.kr/tour.do
전라북도,전주,657428,35.8242238,127.14795320000002,전라북도 전주,37,12,https://tong.visitkorea.or.kr/cms/resource/67/2654567_image2_1.jpg,동경 126°59′~ 127°14′[.] 북위 35°43′~ 35°53′에 있다. 전라북도 행정·교육·문화의 중심지이며 도청소재지이다. 서쪽 일부와 북쪽 일부가 김제시와 익산시에 접하고 전북 중앙부를 북동으로부터 남서로 뻗어있는 노령산맥의 지류인 기린봉[.] 고덕산[.] 남고산[.] 모악산 그리고 완산칠봉 등이 시가지의 동·남·서방에 둘러싸여 분지를 이루고 있다.,http://tour.jeonju.go.kr/
전라북도,군산,266389,35.96767720000001,126.7366293,전라북도 군산,37,2,https://tong.visitkorea.or.kr/cms/resource/56/2649956_image2_1.jpg,호남평야 북서부 말단[.] 금강 하구 좌안(남안)에 있으며[.] 동쪽은 익산시[.] 북쪽은 금강을 사이에 두고 충청남도 서천군[.] 남쪽은 만경강을 경계로 김제시와 접하고[.] 서쪽은 황해에 면한다.,https://www.gunsan.go.kr/tour/
전라북도,익산,280072,35.948285799999994,126.9575991,전라북도 익산,37,9,https://tong.visitkorea.or.kr/cms/resource/98/2514998_image2_1.jpg,동경 126°51′∼127°08′[.] 북위 35°52′∼36°09′에 위치하고[.] 남북간 연장거리는 31.65㎞이다. 동쪽은 완주군[.] 충청남도 논산시와 서쪽은 군산시[.] 충청남도 부여군[.] 남쪽은 김제시[.] 북쪽은 금강을 경계로 충청남도 부여군·논산시와 접한다. 호남·전라·군산선이 교차하며 호남고속도로가 동부를 지나는 금마 진입로가 있고 1번·23번 국도 등 10여 개의 국도와 지방도를 이용해 전국 각지로 연결되는 교통의 중심지이다.,http://www.iksan.go.kr/tour/index.iksan
전라북도,정읍,107422,35.5698855,126.8558955,전라북도 정읍,37,13,https://tong.visitkorea.or.kr/cms/resource/25/2616825_image2_1.jpg,동경 127°07′∼126°43′[.] 북위 35°27′∼35°45′에 위치하고 있다. 대도시 전주와 광주의 중간지점에 자리잡고 있으며[.] 호남 서해안 지방을 연결하는 교통의 요지이다. 동쪽은 임실군·완주군[.] 서쪽은 부안군·고창군[.] 북쪽은 김제시[.] 남쪽은 순창군과 전라남도 장성군과 접한다. 시청 소재지는 정읍시 수성동에 있다.,http://culture.jeongeup.go.kr/
전라북도,남원,80032,35.416357,127.3904877,전라북도 남원,37,4,https://tong.visitkorea.or.kr/cms/resource/54/1976054_image2_1.jpg,동경 127°21′~ 127°26′[.] 북위 35°22′~ 35°28′에 위치한다. 동쪽으로 경남 함양군·하동군[.] 서쪽으로 임실군·순창군[.] 북쪽으로 장수군[.] 남쪽으로 전남 구례군·곡성군에 접한다.,http://www.namwon.go.kr/tour/index.do
전라북도,김제,81462,35.8036079,126.8808872,전라북도 김제,37,3,https://tong.visitkorea.or.kr/cms/resource/15/197015_image2_1.jpg,동쪽으로 전주시·완주군[.] 남쪽으로 정읍시·부안군[.] 북쪽으로 익산시·군산시와 접하며[.] 서쪽은 황해에 면한다.,https://www.gimje.go.kr/tour/index.gimje
전라북도,완주,91024,35.891275,127.253895,전라북도 완주,37,8,https://tong.visitkorea.or.kr/cms/resource/52/609052_image2_1.jpg,동경 126°59' ~127°19'[.] 북위 35°07'~36°02'에 있다. 노령산맥의 서쪽 사면과 호남평야의 북동 연변부를 차지하며 전주시를 둘러싸고 있다. 동쪽은 노령산맥의 주능선을 경계로 진안군과 충청남도 금산군[.] 서쪽은 익산시·김제시[.] 남서쪽은 정읍시[.] 남쪽은 임실군과 접하며 북쪽은 충청남도 논산시·금산군과 인접하여 도계를 이룬다. 도로는 전주를 중심으로 4통 5달의 교통 요충지로서 군산·서울·부산·대구·목포·광주·여수로 통하는 국도와 지방도가 있고[.] 철도는 전라선이 남북으로 관통한다.,http://www.wanju.go.kr/tour/index.wanju
전라북도,진안,25181,35.79172970000001,127.4248356,전라북도 진안,37,14,https://tong.visitkorea.or.kr/cms/resource/75/219375_image2_1.jpg,북동쪽은 무주군[.] 남동쪽은 장수군[.] 서쪽은 완주군[.] 남서쪽은 임실군과 접하며[.] 북쪽은 충청남도 금산군과 도계(道界)를 이룬다. 1개 읍 10개 면으로 이루어졌고[.] 군청 소재지는 진안읍 군하리(郡下里)이다.,https://jinan.go.kr/tour
전라북도,무주,23875,36.0068191,127.6607805,전라북도 무주,37,5,https://tong.visitkorea.or.kr/cms/resource/31/219131_image2_1.jpg,서쪽으로 진안군·장수군[.] 북쪽으로 충청남도 금산군·충청북도 영동군[.] 동쪽으로 경상북도 김천시와 경상남도 거창군에 접한다. 1읍 5면으로 이루어져 있으며[.] 군청 소재지는 무주군 무주읍 주계로 97이다.,https://tour.muju.go.kr/tour/index.do
전라북도,장수,21880,35.647276700000006,127.5211363,전라북도 장수,37,11,https://tong.visitkorea.or.kr/cms/resource/33/798833_image2_1.jpg,경도 127°22′~ 127°42′[.] 북위 35°28′~ 35°49′에 위치하고 있다. 동쪽은 소백산맥의 주능선을 경계로 경상남도 함양군·거창군으로 이어져 경상남도·전라북도의 도계를 이루고[.] 서쪽은 진안군·임실군[.] 남쪽은 남원시[.] 북쪽은 무주군과 접한다.,https://www.jangsu.go.kr/tour/index.jangsu
전라북도,임실,27009,35.6110549,127.2826599,전라북도 임실,37,10,https://tong.visitkorea.or.kr/cms/resource/74/2671574_image2_1.jpg,동경 127°05′~ 127°26′[.] 북위 35°27′~ 35°47′에 위치하고 있다. 북동쪽은 진안군과 장수군[.] 남동쪽은 남원시[.] 남쪽은 순창군[.] 서쪽은 섬진강을 경계로 정읍시[.] 북서쪽은 완주군과 접하고 전라북도 도청소재지인 전주와는 29km의 거리에 위치하고 있다.,https://tour.imsil.go.kr/
전라북도,순창,27283,35.3744136,127.13759679999998,전라북도 순창,37,7,https://tong.visitkorea.or.kr/cms/resource/95/2634995_image2_1.JPG,동쪽은 섬진강(蟾津江)을 경계로 남원시[.] 북쪽은 임실군[.] 서쪽은 노령산맥의 주능선을 경계로 정읍시와 접하고[.] 남서쪽 및 남쪽은 전라남도 장성군·담양군·곡성군과 접하여 도계(道界)를 이룬다.,http://www.sunchang.go.kr/tour/index.sunchang
전라북도,고창,53869,35.43582160000001,126.7020806,전라북도 고창,37,1,https://tong.visitkorea.or.kr/cms/resource/75/2513775_image2_1.jpg,동남쪽은 노령산맥을 경계로 전라남도 장성군[.] 남쪽은 전라남도 영광군에 접하여 도계(道界)를 이루며[.] 북동쪽으로 정읍시[.] 북쪽으로 일부는 육지[.] 나머지 대부분은 곰소만(灣)을 넘어서 부안군에 접하고[.] 서쪽은 길이 80km의 굴곡이 많은 황해안이다.,http://www.gochang.go.kr/culture/index.gochang
전라북도,부안,51419,35.7315661,126.7334651,전라북도 부안,37,6,https://tong.visitkorea.or.kr/cms/resource/73/2514273_image2_1.jpg,동쪽으로 정읍시[.] 북쪽으로 동진강(東津江) 하구를 경계로 김제시[.] 남쪽으로 곰소만을 경계로 고창군에 접하며[.] 서쪽은 황해와 마주한다. 동서 거리 78.8㎢[.] 남북 거리 25.2㎢이다. 1읍 12면으로 이루어져 있다.,http://www.buan.go.kr/tour/index.buan
전라남도,목포,220794,34.8118351,126.3921664,전라남도 목포,38,8,https://tong.visitkorea.or.kr/cms/resource/11/2497011_image2_1.jpeg,광주광역시 남서쪽 약 80km 지점에 있다. 북동쪽으로 무안군에 접하고[.] 남쪽으로 영산강 하구부 및 다도해 수역을 사이에 두고 영암군의 반도부와 마주 보며[.] 북쪽·서쪽으로 신안군에 속하는 다도해의 여러 섬들과 접한다. 시역(市域)은 반도부 외에 앞바다의 고하도(高下島)·달리도(達里島)·눌도(訥島)를 비롯한 여러 작은 섬들을 포함한다. 소재지는 목포시 양을로 271(용당동 1188-2)번지이다.,http://www.mokpo.go.kr/tour/
전라남도,여수,278481,34.7603737,127.6622221,전라남도 여수,38,13,https://tong.visitkorea.or.kr/cms/resource/75/2367375_image2_1.jpg,남해안 중앙의 여수반도에 위치하고 있어 동쪽은 경상남도 남해군과 바다를 사이에 두고 접하며[.] 서쪽은 순천만을 끼고 고흥반도의 동남쪽[.] 남쪽은 남해[.] 북쪽은 순천시와 접한다. 해안선 총길이는 905.87㎞이며[.] 연륙도 3개[.] 유인도 46개[.] 무인도 268개의 부속도서가 있다. 산맥과 구릉이 동에서 남으로 뻗어 있어 대체로 경사가 급하며 평지가 적다. 해안선은 복잡하고 해저(海底)가 얕아 간석지가 많다. 여수시 도심에 솟아있는 종고산(鐘鼓山)을 중심으로 그 둘레에 시가지가 형성되어 있으며[.] 좁은 해안평지를 따라 동쪽은 마래산(馬來山)[.] 서쪽은 구봉산록(九鳳山麓)에 이르는 4㎞ 지역에 걸쳐 길게 뻗어 있다.,http://tour.yeosu.go.kr/
전라남도,순천,281816,34.950637,127.4872135,전라남도 순천,38,11,https://tong.visitkorea.or.kr/cms/resource/49/2653949_image2_1.jpg,전체 면적의 약 70%가 산지이며[.] 전라남도에서 산이 가장 많은 도시이다. 군의 북부에서 서남부로 문유산(文遊山:688m)·유치산(酉峙山:532m)·오성산(五聖山:608m)·조계산(曹溪山:884m)·고동산(709m)·백이산(伯夷山:584m) 등의 소백산맥의 지맥이 있고[.] 이 산줄기는 북류(北流)하는 보성강(寶城江) 수계[.] 섬진강(蟾津江) 수계와 남류(南流)하는 동천(東川)·이사천(伊沙川)의 분수령을 이룬다.,http://www.suncheon.go.kr/tour/
전라남도,나주,116513,35.016060100000004,126.7107572,전라남도 나주,38,6,https://tong.visitkorea.or.kr/cms/resource/69/1606869_image2_1.jpg,동경 126°30′~ 126°54′[.] 북위 34°58′~ 35°04′에 위치하고 있다. 전남평야의 중심지로서 예로부터 벼농사의 중심지이며 과수농업과 원예농업도 활발하다. 동쪽으로 화순군[.] 서쪽으로 무안군과 함평군[.] 남쪽으로 영암군[.] 북쪽으로 광주 광산구와 접한다. 나주지역을 중심으로 주요도시를 연결하는 국도1호선의 도로조건이 잘 갖추어져 있으며 철도·항공 등의 접근성도 매우 편리한 지역으로 10여 개의 시·군과 교통이 원활한 곳이다.,http://www.naju.go.kr/tour
전라남도,광양,150591,34.9406968,127.6958882,전라남도 광양,38,4,https://tong.visitkorea.or.kr/cms/resource/49/2483749_image2_1.jpg,동경 127°31′∼127°38′[.] 북위 34°54′∼35°10′에 위치하고 있다. 북쪽으로 구례군[.] 서쪽으로 순천시[.] 동쪽으로 섬진강을 끼고 경상남도 하동군과 접경하고[.] 남쪽으로 광양만에 면한다.,http://www.gwangyang.go.kr/tour_culture/index.gwangyang
전라남도,담양,46522,35.3211394,126.9881673,전라남도 담양,38,7,https://tong.visitkorea.or.kr/cms/resource/18/2612518_image2_1.jpg,동쪽은 전라남도 곡성군[.] 서쪽은 장성군[.] 남쪽은 화순군과 광주광역시[.] 북쪽은 전라북도 순창군과 접한다. 1읍 11면으로 이루어져 있다. 군청소재지는 담양읍 객사리이다. 지형은 동서보다 남북이 길며[.] 북쪽이 높고 남쪽이 낮다. 전체면적 중 경지면적이 24.2% 임야 60.7%이다. 북부는 노령산맥의 추월산(731m)·산성산(573m)·광덕산(584m) 등의 산들이 전라북도와 도계를 이룬다. 서쪽으로는 병풍산(822m) 등이 솟아 있다. 남동쪽은 국수봉(558m)·무등산(1[.]187m) 등이 솟아 있으며[.] 남서쪽은 전남평야와 연속하므로 분지상의 지형을 이루고 있다.,http://tour.damyang.go.kr/index.damyang
전라남도,곡성,27916,35.28195529999999,127.2919175,전라남도 곡성,38,3,https://tong.visitkorea.or.kr/cms/resource/89/2032689_image2_1.jpg,북쪽으로 전라북도 순창군·남원시[.] 동쪽으로 구례군[.] 남쪽으로 순천시[.] 서쪽으로 화순군·담양군과 접하고 있다. 북동부 섬진강 유역의 넓은 평야와 순창군과 접해 있는 옥과면(玉果面)의 구릉성 평지를 제외하고[.] 동·서·남면이 노령산맥과 소백산맥의 지맥이 지나가는 산지에 싸여 있다.,http://www.gokseong.go.kr/tour/
전라남도,구례,25255,35.2024947,127.4626534,전라남도 구례,38,5,https://tong.visitkorea.or.kr/cms/resource/68/644268_image2_1.jpg,북쪽으로 전라북도 남원시[.] 남쪽으로 광양시와 순천시[.] 동쪽으로 경상남도 하동군[.] 서쪽으로 곡성군과 접한다. 1읍 7면으로 이루어져 있으며[.] 군청소재지는 구례읍 봉남리 51번지이다.,https://www.gurye.go.kr/tour/main.do
전라남도,고흥,63374,34.6112219,127.284978,전라남도 고흥,38,2,https://tong.visitkorea.or.kr/cms/resource/04/2043904_image2_1.jpg,고흥반도와 유인도 38개[.] 무인도 122개로 이루어져 있다. 동쪽은 순천만(順天灣)을 건너 여수시와[.] 서쪽은 보성만(寶城灣)을 건너 보성군·장흥군과 접하고[.] 남쪽은 다도해에 면한다.,http://tour.goheung.go.kr/
전라남도,보성,39838,34.7714563,127.0798944,전라남도 보성,38,10,https://tong.visitkorea.or.kr/cms/resource/33/2652133_image2_1.jpg,동쪽은 벌교천을 건너 순천시[.] 서쪽은 장흥군[.] 북쪽은 화순군[.] 남쪽은 득량만과 고흥군에 접한다. 2읍 10면으로 이루어져 있으며[.] 군청 소재지는 보성읍 보성리 807-2번지이다.,https://www.boseong.go.kr/tour
전라남도,화순,62153,35.0645029,126.9864799,전라남도 화순,38,24,https://tong.visitkorea.or.kr/cms/resource/50/2644350_image2_1.JPG,동쪽은 곡성군과 순천시[.] 서쪽은 광주광역시와 나주시[.] 남쪽은 보성군과 장흥군[.] 북쪽은 담양군과 접해 있다. 대부분의 지역이 무등산(無等山:1[.]187m) 줄기에 의해 구성되어 있다.,http://www.hwasun.go.kr/index.do?S=S09
전라남도,장흥,37028,34.6816856,126.9069278,전라남도 장흥,38,20,https://tong.visitkorea.or.kr/cms/resource/42/2704942_image2_1.jpg,면적은 618㎢이며[.] 동경 126°47′~ 127°02′[.] 북위 34°25′~ 34°52′에 위치하고 있다. 동쪽으로 보성군[.] 서쪽으로 강진군·영암군[.] 북쪽으로 화순군에 접하고[.] 남쪽으로 다도해·보성만에 면하며[.] 완도·고흥반도 등과 접한다.,http://www.jangheung.go.kr/tour
전라남도,강진,34248,34.6420774,126.767261,전라남도 강진,38,1,https://tong.visitkorea.or.kr/cms/resource/17/2434117_image2_1.jpg,북쪽으로 영암군[.] 동쪽으로 장흥군[.] 서쪽으로 해남군과 접하고[.] 남쪽 다도해에는 완도군의 여러 섬이 흩어져 있다. 남쪽에서 북쪽으로 깊이 패인 도암만으로 군역(郡域)은 남쪽으로 열린 'ㄷ'자형을 이룬다.,http://www.gangjin.go.kr/culture/index.do
전라남도,해남,68055,34.5732516,126.5989274,전라남도 해남,38,23,https://tong.visitkorea.or.kr/cms/resource/36/2367436_image2_1.jpg,동경 126°15′∼126°44′[.] 북위 34°18′∼34°45′에 위치하고 있다. 한국 최남단에 위치한 전라남도 최대의 군으로서 간척지 면적은 203.9㎢이며[.] 동서간 연장거리 44.2km[.] 남북간 연장거리 54.8km에 이른다. 동쪽으로 강진군[.] 북쪽으로 영암군·목포시와 접하며[.] 바다를 사이에 두고 남동쪽으로 완도군[.] 남서쪽으로 진도군[.] 서쪽으로 신안군에 접한다.,http://www.haenam.go.kr/tour
전라남도,영암,53290,34.8001685,126.6967918,전라남도 영암,38,17,https://tong.visitkorea.or.kr/cms/resource/31/1969531_image2_1.jpg,동쪽은 장흥군[.] 남쪽은 해남군·강진군[.] 북쪽은 나주시와 접한다. 군의 북서부에 영산강(榮山江) 하구가 열리고[.] 삼포강(三浦江)·영암천(靈岩川)·도갑천(道岬川)·송계천(松溪川) 등 작은 하천들이 영산강으로 흘러들어 좁은 평야들을 형성하는데 평야에 많은 관개용 저수지가 축조되어 농경지가 발달하였다.,http://tour.yeongam.go.kr/
전라남도,무안,88660,34.9904542,126.4816856,전라남도 무안,38,9,https://tong.visitkorea.or.kr/cms/resource/56/2399156_image2_1.jpg,동쪽은 영산강을 건너 나주시와 영암군[.] 남쪽은 목포시[.] 북쪽은 함평군과 접하고[.] 서쪽은 신안군의 섬들과 마주한다. 3읍 6면으로 이루어져 있으며[.] 무안읍 무안로 530번지(성동리 712번지)이다.,http://tour.muan.go.kr/
